Customer Name,Employee Name,Route Name,State,Visit Day,acedns
C2045,1184,Chamrupur Local-Mahdeiyya,UP,Saturday,Y
C2045,1171,Chamrupur Local-Mahdeiyya,UP,,Y
C2045,1122,Chamrupur Local-Mahdeiyya,UP,Saturday,Y
C2124,1319,Bardauliya-Laliya,,,Y
C2124,1172,Bardauliya-Laliya,,,Y
C2124,1184,Bardauliya-Laliya,,,Y
C2124,1171,Bardauliya-Laliya,,,Y
C2124,1122,Bardauliya-Laliya,,,Y
C2124,,Harriya Local to Maharajganj,UP,Friday,N
C2124,1319,Harriya Local to Maharajganj,,,Y
C2124,1172,Harriya Local to Maharajganj,UP,Friday,Y
C2124,1184,Harriya Local to Maharajganj,UP,Friday,Y
C2124,1171,Harriya Local to Maharajganj,UP,,Y
C2124,1122,Harriya Local to Maharajganj,UP,Friday,Y
C2184,,Utraula Local,UP,Friday,N
C2184,1319,Utraula Local,,,Y
C2184,1172,Utraula Local,UP,Friday,Y
C2184,1184,Utraula Local,UP,Friday,Y
C2184,1171,Utraula Local,,,Y
C2184,1122,Utraula Local,UP,Friday,Y
C2422,,Balrampur Local,UP,Thursday,N
C2422,1172,Balrampur Local,UP,Thursday,Y
C2422,1184,Balrampur Local,UP,Thursday,Y
C2422,1171,Balrampur Local,UP,,Y
C2422,1122,Balrampur Local,UP,Thursday,Y
C2422,1130,Balrampur Local,,,Y
C2470,,Katra Bazar Local,UP,Monday,N
C2470,1172,Katra Bazar Local,UP,Monday,Y
C2470,1184,Katra Bazar Local,UP,Monday,Y
C2470,1171,Katra Bazar Local,UP,,Y
C2470,1122,Katra Bazar Local,UP,Monday,Y
C2470,1130,Katra Bazar Local,,,Y
C2607,,Jamunia Bazar,UP,Thursday,N
C2607,4055,Jamunia Bazar,,,Y
C2607,1172,Jamunia Bazar,UP,Thursday,Y
C2607,1184,Jamunia Bazar,UP,Thursday,Y
C2607,1171,Jamunia Bazar,UP,Thursday,Y
C2607,1122,Jamunia Bazar,UP,Thursday,Y
C2607,1130,Jamunia Bazar,,,Y
C2607,,Tiwari Bazar To Forbisganj,UP,Monday,N
C2607,1172,Tiwari Bazar To Forbisganj,UP,Monday,Y
C2607,1184,Tiwari Bazar To Forbisganj,UP,Monday,Y
C2607,1171,Tiwari Bazar To Forbisganj,UP,Monday,Y
C2607,1122,Tiwari Bazar To Forbisganj,UP,Monday,Y
C2607,1130,Tiwari Bazar To Forbisganj,,,Y
C2608,,Gaura Chauki-Allipur-Budhani Bazar,UP,Monday,N
C2608,1319,Gaura Chauki-Allipur-Budhani Bazar,,,Y
C2608,1172,Gaura Chauki-Allipur-Budhani Bazar,UP,Monday,Y
C2608,1184,Gaura Chauki-Allipur-Budhani Bazar,UP,Monday,Y
C2608,1122,Gaura Chauki-Allipur-Budhani Bazar,UP,Monday,Y
C2630,1171,Gonda,UP,,N
C2630,,Gonda Local-Ramwapur,UP,Saturday,N
C2630,1319,Gonda Local-Ramwapur,UP,,N
C2630,1172,Gonda Local-Ramwapur,UP,Saturday,N
C2630,1184,Gonda Local-Ramwapur,UP,Saturday,N
C2630,1171,Gonda Local-Ramwapur,UP,,N
C2636,,Shadulla Nagar To Ramwapur,UP,Sunday,N
C2636,1319,Shadulla Nagar To Ramwapur,,,Y
C2636,1172,Shadulla Nagar To Ramwapur,UP,Sunday,Y
C2636,1184,Shadulla Nagar To Ramwapur,UP,Sunday,Y
C2636,1122,Shadulla Nagar To Ramwapur,UP,Sunday,Y
C2636,,Ghansi to Achalpur,UP,Saturday,N
C2636,1319,Ghansi to Achalpur,,,Y
C2636,1172,Ghansi to Achalpur,UP,Saturday,Y
C2636,1184,Ghansi to Achalpur,UP,Saturday,Y
C2636,1122,Ghansi to Achalpur,UP,Saturday,Y
C2713,1172,Umari-Begamganj-Atthaisha,UP,,N
C2713,1184,Umari-Begamganj-Atthaisha,UP,,N
C2713,,Pakdi-Manhana,UP,Saturday,N
C2713,1319,Pakdi-Manhana,UP,,N
C2713,1172,Pakdi-Manhana,UP,Saturday,N
C2713,1184,Pakdi-Manhana,UP,Saturday,N
C2713,,Tarabganj-Pathari,UP,Friday,N
C2713,1319,Tarabganj-Pathari,UP,,N
C2713,1172,Tarabganj-Pathari,UP,Friday,N
C2713,1184,Tarabganj-Pathari,UP,Friday,N
C2745,1172,Dhusva to Husainabad,UP,,Y
C2745,1184,Dhusva to Husainabad,UP,,Y
C2745,1171,Dhusva to Husainabad,UP,,Y
C2745,1122,Dhusva to Husainabad,UP,,Y
C2745,,Shri Ganj-Pipri,UP,Sunday,N
C2745,1319,Shri Ganj-Pipri,,,Y
C2745,1172,Shri Ganj-Pipri,UP,Sunday,Y
C2745,1184,Shri Ganj-Pipri,UP,Sunday,Y
C2745,1171,Shri Ganj-Pipri,UP,Sunday,Y
C2745,1122,Shri Ganj-Pipri,UP,Sunday,Y
C2745,,Sadiyapur to Husainabad,UP,Friday,N
C2745,1319,Sadiyapur to Husainabad,,,Y
C2745,1172,Sadiyapur to Husainabad,UP,Friday,Y
C2745,1184,Sadiyapur to Husainabad,UP,Friday,Y
C2745,1171,Sadiyapur to Husainabad,UP,Friday,Y
C2745,1122,Sadiyapur to Husainabad,UP,Friday,Y
C2825,1319,,,,Y
C2825,1319,,,,Y
C2825,,Kauriya Local,UP,Wednesday,N
C2825,1319,Kauriya Local,,,Y
C2825,1172,Kauriya Local,UP,Wednesday,Y
C2825,1184,Kauriya Local,UP,Wednesday,Y
C2825,1122,Kauriya Local,UP,Wednesday,Y
C2825,1319,Kaudiya,,,Y
C2825,1172,Kaudiya,,,Y
C2825,1184,Kaudiya,,,Y
C2825,1122,Kaudiya,,,Y
C0298,,Wajeerganj-Badrauli,UP,Tuesday,N
C0298,1193,Wajeerganj-Badrauli,UP,Tuesday,Y
C0298,1202,Wajeerganj-Badrauli,UP,Tuesday,Y
C0298,1122,Wajeerganj-Badrauli,UP,Tuesday,Y
C0502,,Local-Ekauna Bazar,UP,Tuesday,N
C0502,1193,Local-Ekauna Bazar,UP,Tuesday,Y
C0502,1202,Local-Ekauna Bazar,UP,Tuesday,Y
C0502,1122,Local-Ekauna Bazar,UP,Tuesday,Y
C0502,1193,Katra Bazar-Ekauna,,,Y
C0502,1202,Katra Bazar-Ekauna,,,Y
C0502,1122,Katra Bazar-Ekauna,UP,,Y
C0626,,Vishesharganj,UP,Thursday,N
C0626,1193,Vishesharganj,UP,Thursday,Y
C0626,1202,Vishesharganj,UP,Thursday,Y
C0626,1122,Vishesharganj,UP,Thursday,Y
C0626,,Payagpur Local-Gangawal,UP,Thursday,N
C0626,1193,Payagpur Local-Gangawal,UP,Thursday,Y
C0626,1202,Payagpur Local-Gangawal,UP,Thursday,Y
C0626,1122,Payagpur Local-Gangawal,UP,Thursday,Y
C0781,,Mihinpurwa Local,UP,Monday,N
C0781,1193,Mihinpurwa Local,UP,Monday,Y
C0781,1202,Mihinpurwa Local,UP,Monday,Y
C0781,1122,Mihinpurwa Local,UP,Monday,Y
C0781,,Balaigaw,UP,Saturday,N
C0781,1193,Balaigaw,UP,Saturday,Y
C0781,1202,Balaigaw,UP,Saturday,Y
C0781,1122,Balaigaw,UP,Saturday,Y
C0855,1193,Mihinpurwa-Rajeswari,UP,Monday,Y
C0855,1202,Mihinpurwa-Rajeswari,UP,Monday,Y
C0855,1122,Mihinpurwa-Rajeswari,UP,Monday,Y
C0855,1193,Balaigaw-Rajeswari,UP,Saturday,Y
C0855,1202,Balaigaw-Rajeswari,UP,Saturday,Y
C0855,1122,Balaigaw-Rajeswari,UP,Saturday,Y
C0855,,Mihinpurwa Local,UP,Monday,N
C0855,1193,Mihinpurwa Local,UP,Monday,N
C0855,1202,Mihinpurwa Local,UP,Monday,N
C0855,,Balaigaw,UP,Saturday,N
C0855,1193,Balaigaw,UP,Saturday,N
C0855,1202,Balaigaw,UP,Saturday,N
C0855,,Harkhapur-Semri,UP,Sunday,N
C0855,1193,Harkhapur-Semri,UP,Sunday,Y
C0855,1202,Harkhapur-Semri,UP,Sunday,Y
C0855,1122,Harkhapur-Semri,UP,Sunday,Y
C0855,,Bichiya-Chapariya,UP,Sunday,N
C0855,1193,Bichiya-Chapariya,UP,Sunday,Y
C0855,1202,Bichiya-Chapariya,UP,Sunday,Y
C0855,1122,Bichiya-Chapariya,UP,Sunday,Y
C1250,,Rampur-Daulatpur,UP,Sunday,N
C1250,1193,Rampur-Daulatpur,UP,Sunday,Y
C1250,1202,Rampur-Daulatpur,UP,Sunday,Y
C1250,1122,Rampur-Daulatpur,UP,Sunday,Y
C1250,,Agaiya-Babaganj,UP,Wednesday,N
C1250,1193,Agaiya-Babaganj,UP,Wednesday,Y
C1250,1202,Agaiya-Babaganj,UP,Wednesday,Y
C1250,1122,Agaiya-Babaganj,UP,Wednesday,Y
C1250,,Mirzapur Girent Road,UP,Wednesday,N
C1250,1193,Mirzapur Girent Road,UP,Wednesday,Y
C1250,1202,Mirzapur Girent Road,UP,Wednesday,Y
C1250,1122,Mirzapur Girent Road,UP,Wednesday,Y
C1250,,Shankarpur-Matera,UP,Monday,N
C1250,1193,Shankarpur-Matera,UP,Monday,Y
C1250,1202,Shankarpur-Matera,UP,Monday,Y
C1250,1122,Shankarpur-Matera,UP,Monday,Y
C1250,,Gaighat-Mihinpurwa,UP,Monday,N
C1250,1193,Gaighat-Mihinpurwa,UP,Monday,Y
C1250,1202,Gaighat-Mihinpurwa,UP,Monday,Y
C1250,1122,Gaighat-Mihinpurwa,UP,Monday,Y
C1257,,Shivpur Local-Bardaha-Emamganj,UP,Monday,N
C1257,1178,Shivpur Local-Bardaha-Emamganj,,,Y
C1257,1193,Shivpur Local-Bardaha-Emamganj,UP,Monday,Y
C1257,1202,Shivpur Local-Bardaha-Emamganj,UP,Monday,Y
C1257,1122,Shivpur Local-Bardaha-Emamganj,UP,Monday,Y
C1257,,Gurgutta-Gayghat-Rampur,UP,Monday,N
C1257,1193,Gurgutta-Gayghat-Rampur,UP,Monday,Y
C1257,1202,Gurgutta-Gayghat-Rampur,UP,Monday,Y
C1257,1122,Gurgutta-Gayghat-Rampur,UP,Monday,Y
C1257,,Maharajganj to Bednapur,UP,Saturday,N
C1257,1178,Maharajganj to Bednapur,,,Y
C1257,1193,Maharajganj to Bednapur,UP,Saturday,Y
C1257,1202,Maharajganj to Bednapur,UP,Saturday,Y
C1257,1122,Maharajganj to Bednapur,UP,Saturday,Y
C1257,,Behra To Razi Chauraha,UP,Monday,N
C1257,1178,Behra To Razi Chauraha,,,Y
C1257,1193,Behra To Razi Chauraha,UP,Monday,Y
C1257,1202,Behra To Razi Chauraha,UP,Monday,Y
C1257,1122,Behra To Razi Chauraha,UP,Monday,Y
C1612,1193,Rupaideeha Local-Balaji,UP,,Y
C1612,1202,Rupaideeha Local-Balaji,UP,,Y
C1612,1122,Rupaideeha Local-Balaji,UP,,Y
C1612,,Rupaideeha Local,UP,Thursday,N
C1612,1193,Rupaideeha Local,UP,Thursday,N
C1612,1202,Rupaideeha Local,UP,Thursday,N
C1660,1178,Sirsiya,,,Y
C1660,1193,Sirsiya,UP,,Y
C1660,1202,Sirsiya,UP,,Y
C1660,1122,Sirsiya,UP,,Y
C1660,1193,Semri-Bhinga,UP,,Y
C1660,1202,Semri-Bhinga,UP,,Y
C1660,1122,Semri-Bhinga,UP,,Y
C1660,,Bhinga Local,UP,Monday,N
C1660,1178,Bhinga Local,,,Y
C1660,1193,Bhinga Local,UP,Monday,Y
C1660,1202,Bhinga Local,UP,Monday,Y
C1660,1122,Bhinga Local,UP,Monday,Y
C1660,,Luxmanpur,UP,Monday,N
C1660,1178,Luxmanpur,,,Y
C1660,1193,Luxmanpur,UP,Monday,Y
C1660,1202,Luxmanpur,UP,Monday,Y
C1660,1122,Luxmanpur,UP,Monday,Y
C1749,,Nanpara Local,UP,Monday,N
C1749,1193,Nanpara Local,UP,Monday,Y
C1749,1202,Nanpara Local,UP,Monday,Y
C1749,1122,Nanpara Local,UP,Monday,Y
C1933,1193,Rupaideeha Local-Jyoti,UP,,Y
C1933,1202,Rupaideeha Local-Jyoti,UP,,Y
C1933,1122,Rupaideeha Local-Jyoti,UP,,Y
C1933,,Rupaideeha Local,UP,Thursday,N
C1933,1193,Rupaideeha Local,UP,Thursday,N
C1933,1202,Rupaideeha Local,UP,Thursday,N
C2419,,Jarwal Kasba Local,UP,Monday,N
C2419,1193,Jarwal Kasba Local,UP,Monday,Y
C2419,1202,Jarwal Kasba Local,UP,Monday,Y
C2419,1122,Jarwal Kasba Local,UP,Monday,Y
C2576,1193,Bhagwanpur,UP,,Y
C2576,1202,Bhagwanpur,UP,,Y
C2576,1122,Bhagwanpur,UP,,Y
C2576,,LUCKNOW ROAD,UP,Friday,N
C2576,1193,LUCKNOW ROAD,UP,Friday,Y
C2576,1202,LUCKNOW ROAD,UP,Friday,Y
C2576,1122,LUCKNOW ROAD,UP,Friday,Y
C2576,,Behraich Local,UP,Tuesday,N
C2576,1193,Behraich Local,UP,Tuesday,Y
C2576,1202,Behraich Local,UP,Tuesday,Y
C2576,1122,Behraich Local,UP,Tuesday,Y
C2576,,Kati Chauraha,UP,Tuesday,N
C2576,1193,Kati Chauraha,UP,Tuesday,Y
C2576,1202,Kati Chauraha,UP,Tuesday,Y
C2576,1122,Kati Chauraha,UP,Tuesday,Y
C2576,,GILAULA,UP,Wednesday,N
C2576,1193,GILAULA,UP,Wednesday,N
C2576,1202,GILAULA,UP,Wednesday,N
C2576,1122,GILAULA,UP,Wednesday,N
C2576,,Dargah-Gallamandi,UP,Wednesday,N
C2576,1193,Dargah-Gallamandi,UP,Wednesday,Y
C2576,1202,Dargah-Gallamandi,UP,Wednesday,Y
C2576,1122,Dargah-Gallamandi,UP,Wednesday,Y
C2576,,Main Market,UP,Wednesday,N
C2576,1193,Main Market,UP,Wednesday,Y
C2576,1202,Main Market,UP,Wednesday,Y
C2576,1122,Main Market,UP,Wednesday,Y
C2576,,Pakharpur-Palesiya,UP,Wednesday,N
C2576,1193,Pakharpur-Palesiya,UP,Wednesday,Y
C2576,1202,Pakharpur-Palesiya,UP,Wednesday,Y
C2576,1122,Pakharpur-Palesiya,UP,Wednesday,Y
C2577,,Jarwal Road Local,UP,Wednesday,N
C2577,1193,Jarwal Road Local,UP,Wednesday,Y
C2577,1202,Jarwal Road Local,UP,Wednesday,Y
C2577,1122,Jarwal Road Local,UP,Wednesday,Y
C2606,1178,,,,Y
C2606,1202,,,,Y
C2606,1122,,,,
C2606,1178,,,,Y
C2606,1178,,,,Y
C2606,1178,,,,Y
C2606,1178,,,,Y
C2606,1178,,,,Y
C2606,1178,,,,Y
C2606,1202,,,,Y
C2606,1178,Razi Chauraha,,,Y
C2606,1193,Razi Chauraha,,,Y
C2606,1202,Razi Chauraha,,,Y
C2606,1122,Razi Chauraha,UP,,Y
C2606,,Ramgaon,UP,Monday,N
C2606,1178,Ramgaon,,,Y
C2606,1193,Ramgaon,UP,Monday,Y
C2606,1202,Ramgaon,UP,Monday,Y
C2606,1122,Ramgaon,UP,Monday,Y
C2606,,Mithwa,UP,Monday,N
C2606,1178,Mithwa,,,Y
C2606,1193,Mithwa,UP,Monday,Y
C2606,1202,Mithwa,UP,Monday,Y
C2606,1122,Mithwa,UP,Monday,Y
C2606,,Bakaina,UP,Monday,N
C2606,1178,Bakaina,,,Y
C2606,1193,Bakaina,UP,Monday,Y
C2606,1202,Bakaina,UP,Monday,Y
C2606,1122,Bakaina,UP,Monday,Y
C2614,,Matera Local,UP,Monday,N
C2614,1193,Matera Local,UP,Monday,Y
C2614,1202,Matera Local,UP,Monday,Y
C2614,1122,Matera Local,UP,Monday,Y
C2715,,Risia Local,UP,Monday,N
C2715,1193,Risia Local,UP,Monday,Y
C2715,1202,Risia Local,UP,Monday,Y
C2715,1122,Risia Local,UP,Monday,Y
C2747,,Lucknow Road To Pakharpur,UP,Sunday,N
C2747,1193,Lucknow Road To Pakharpur,UP,Sunday,Y
C2747,1202,Lucknow Road To Pakharpur,UP,Sunday,Y
C2747,1122,Lucknow Road To Pakharpur,UP,Sunday,Y
C2877,,Gilaula Local,UP,Thursday,N
C2877,1193,Gilaula Local,UP,Thursday,N
C2877,1202,Gilaula Local,UP,Thursday,N
C2894,,Puraina Local,UP,Monday,N
C2894,1193,Puraina Local,UP,Monday,Y
C2894,1202,Puraina Local,UP,Monday,Y
C2894,1122,Puraina Local,UP,Monday,Y
C2894,,Manni Tad-Sant Nagar,UP,Monday,N
C2894,1193,Manni Tad-Sant Nagar,UP,Monday,Y
C2894,1202,Manni Tad-Sant Nagar,UP,Monday,Y
C2894,1122,Manni Tad-Sant Nagar,UP,Monday,Y
C2894,,Bindra Bazar,UP,Monday,N
C2894,1193,Bindra Bazar,UP,Monday,Y
C2894,1202,Bindra Bazar,UP,Monday,Y
C2894,1122,Bindra Bazar,UP,Monday,Y
C0476,,Mau Aima Local,UP,Monday,Y
C0476,1629,Mau Aima Local,UP,Monday,Y
C0476,1635,Mau Aima Local,UP,Monday,Y
C0476,5008,Mau Aima Local,UP,Monday,Y
C0476,1606,Mau Aima Local,UP,Monday,Y
C0518,,KARARI LOCAL,UP,Friday,Y
C0518,1629,KARARI LOCAL,UP,Friday,Y
C0518,1635,KARARI LOCAL,UP,Friday,Y
C0518,5008,KARARI LOCAL,UP,Friday,Y
C0518,1606,KARARI LOCAL,UP,Friday,Y
C0518,,Samdabad,UP,Friday,Y
C0518,1629,Samdabad,UP,Friday,Y
C0518,1635,Samdabad,UP,Friday,Y
C0518,5008,Samdabad,UP,Friday,Y
C0518,1606,Samdabad,UP,Friday,Y
C0518,,Majhanpur Samda,UP,Saturday,Y
C0518,1629,Majhanpur Samda,UP,Saturday,Y
C0518,1635,Majhanpur Samda,UP,Saturday,Y
C0518,5008,Majhanpur Samda,UP,Saturday,Y
C0518,1606,Majhanpur Samda,UP,Saturday,Y
C0518,,Asadha-Faizupur,UP,Wednesday,Y
C0518,1629,Asadha-Faizupur,UP,Wednesday,Y
C0518,1635,Asadha-Faizupur,UP,Wednesday,Y
C0518,5008,Asadha-Faizupur,UP,Wednesday,Y
C0518,1606,Asadha-Faizupur,UP,Wednesday,Y
C0518,,Osha-Tewa,UP,Tuesday,Y
C0518,1629,Osha-Tewa,UP,Tuesday,Y
C0518,1635,Osha-Tewa,UP,Tuesday,Y
C0518,5008,Osha-Tewa,UP,Tuesday,Y
C0518,1606,Osha-Tewa,UP,Tuesday,Y
C0518,,Guvara-Katra,UP,Sunday,Y
C0518,1629,Guvara-Katra,UP,Sunday,Y
C0518,1635,Guvara-Katra,UP,Sunday,Y
C0518,5008,Guvara-Katra,UP,Sunday,Y
C0518,1606,Guvara-Katra,UP,Sunday,Y
C0518,,Paschim Sharira-Raju Gaura,UP,Thursday,Y
C0518,1629,Paschim Sharira-Raju Gaura,UP,Thursday,Y
C0518,1635,Paschim Sharira-Raju Gaura,UP,Thursday,Y
C0518,5008,Paschim Sharira-Raju Gaura,UP,Thursday,Y
C0518,1606,Paschim Sharira-Raju Gaura,UP,Thursday,Y
C1814,,Balrampur-Barethi-Handia,UP,,Y
C1814,1629,Balrampur-Barethi-Handia,UP,,Y
C1814,1635,Balrampur-Barethi-Handia,UP,,Y
C1814,5008,Balrampur-Barethi-Handia,UP,,Y
C1814,1606,Balrampur-Barethi-Handia,UP,,Y
C1814,1629,Handia-Baraut,UP,,Y
C1814,1635,Handia-Baraut,UP,,Y
C1814,5008,Handia-Baraut,UP,,Y
C1814,1606,Handia-Baraut,UP,,Y
C1814,,Jalalpur-Balipur,UP,Thursday,Y
C1814,1629,Jalalpur-Balipur,UP,Thursday,Y
C1814,1635,Jalalpur-Balipur,UP,Thursday,Y
C1814,5008,Jalalpur-Balipur,UP,Thursday,Y
C1814,1606,Jalalpur-Balipur,UP,Thursday,Y
C1814,,Ahadhiya-Judai Ka Pura,UP,Wednesday,Y
C1814,1629,Ahadhiya-Judai Ka Pura,UP,Wednesday,Y
C1814,1635,Ahadhiya-Judai Ka Pura,UP,Wednesday,Y
C1814,5008,Ahadhiya-Judai Ka Pura,UP,Wednesday,Y
C1814,1606,Ahadhiya-Judai Ka Pura,UP,Wednesday,Y
C1814,,Dhanupur-Sirsa-Kathara,UP,Monday,Y
C1814,1629,Dhanupur-Sirsa-Kathara,UP,Monday,Y
C1814,1635,Dhanupur-Sirsa-Kathara,UP,Monday,Y
C1814,5008,Dhanupur-Sirsa-Kathara,UP,Monday,Y
C1814,1606,Dhanupur-Sirsa-Kathara,UP,Monday,Y
C1980,,SIRATHU LOCAL,UP,Tuesday,Y
C1980,1629,SIRATHU LOCAL,UP,Tuesday,Y
C1980,1635,SIRATHU LOCAL,UP,Tuesday,Y
C1980,1307,SIRATHU LOCAL,UP,Tuesday,Y
C1980,1606,SIRATHU LOCAL,UP,Tuesday,Y
C1980,,DEVIGANJ-KALYANPYR,UP,Tuesday,Y
C1980,1629,DEVIGANJ-KALYANPYR,UP,Tuesday,Y
C1980,1635,DEVIGANJ-KALYANPYR,UP,Tuesday,Y
C1980,1307,DEVIGANJ-KALYANPYR,UP,Tuesday,Y
C1980,1606,DEVIGANJ-KALYANPYR,UP,Tuesday,Y
C1990,,DAHIYAVA-SHIVGARH,UP,Friday,Y
C1990,1629,DAHIYAVA-SHIVGARH,UP,Friday,Y
C1990,1635,DAHIYAVA-SHIVGARH,UP,Friday,Y
C1990,5008,DAHIYAVA-SHIVGARH,UP,Friday,Y
C1990,1606,DAHIYAVA-SHIVGARH,UP,Friday,Y
C1990,,Holagarh,UP,Wednesday,Y
C1990,1629,Holagarh,UP,Wednesday,Y
C1990,1635,Holagarh,UP,Wednesday,Y
C1990,1307,Holagarh,UP,Wednesday,Y
C1990,1606,Holagarh,UP,Wednesday,Y
C1991,,Lalgopaganj Local,UP,Wednesday,Y
C1991,1629,Lalgopaganj Local,UP,Wednesday,Y
C1991,1635,Lalgopaganj Local,UP,Wednesday,Y
C1991,5008,Lalgopaganj Local,UP,Wednesday,Y
C1991,1606,Lalgopaganj Local,UP,Wednesday,Y
C2048,1629,Ram Nagar-Balaji,UP,Saturday,Y
C2048,1635,Ram Nagar-Balaji,UP,Saturday,Y
C2048,5008,Ram Nagar-Balaji,UP,Saturday,Y
C2048,1606,Ram Nagar-Balaji,UP,Saturday,Y
C2048,,Ram Nagar,UP,Saturday,Y
C2048,1629,Ram Nagar,UP,Saturday,N
C2048,1635,Ram Nagar,UP,Saturday,N
C2048,1307,Ram Nagar,UP,Saturday,N
C2048,1606,Ram Nagar,UP,Saturday,N
C2092,,Hanumanganj Local,UP,Monday,Y
C2092,1629,Hanumanganj Local,UP,Monday,Y
C2092,1635,Hanumanganj Local,UP,Monday,Y
C2092,5008,Hanumanganj Local,UP,Monday,Y
C2092,1606,Hanumanganj Local,UP,Monday,Y
C2092,,Balrampur-Barethi,UP,Monday,Y
C2092,1629,Balrampur-Barethi,UP,Monday,Y
C2092,1635,Balrampur-Barethi,UP,Monday,Y
C2092,1307,Balrampur-Barethi,UP,Monday,Y
C2092,1606,Balrampur-Barethi,UP,Monday,Y
C2092,,Sarai Inayat,UP,Wednesday,Y
C2092,1629,Sarai Inayat,UP,Wednesday,Y
C2092,1635,Sarai Inayat,UP,Wednesday,Y
C2092,1307,Sarai Inayat,UP,Wednesday,Y
C2092,1606,Sarai Inayat,UP,Wednesday,Y
C2092,,Kachar-Mahua Kothi,UP,Thursday,Y
C2092,1629,Kachar-Mahua Kothi,UP,Thursday,Y
C2092,1635,Kachar-Mahua Kothi,UP,Thursday,Y
C2092,1307,Kachar-Mahua Kothi,UP,Thursday,Y
C2092,1606,Kachar-Mahua Kothi,UP,Thursday,Y
C2092,,Mohanganj-Chandauha,UP,Tuesday,Y
C2092,1629,Mohanganj-Chandauha,UP,Tuesday,Y
C2092,1635,Mohanganj-Chandauha,UP,Tuesday,Y
C2092,1307,Mohanganj-Chandauha,UP,Tuesday,Y
C2092,1606,Mohanganj-Chandauha,UP,Tuesday,Y
C2092,,Sadrepur-Akbarpur,,,Y
C2092,1629,Sadrepur-Akbarpur,,,Y
C2092,1635,Sadrepur-Akbarpur,,,Y
C2092,1307,Sadrepur-Akbarpur,,,Y
C2092,1606,Sadrepur-Akbarpur,,,Y
C2092,,Kachar-Jamunipur,,,Y
C2092,1629,Kachar-Jamunipur,,,Y
C2092,1635,Kachar-Jamunipur,,,Y
C2092,1307,Kachar-Jamunipur,,,Y
C2092,1606,Kachar-Jamunipur,,,Y
C2395,,Sallhapur-Begam Bazar,UP,Monday,Y
C2395,1629,Sallhapur-Begam Bazar,UP,Monday,Y
C2395,1635,Sallhapur-Begam Bazar,UP,Monday,Y
C2395,5008,Sallhapur-Begam Bazar,UP,Monday,Y
C2395,1606,Sallhapur-Begam Bazar,UP,Monday,Y
C2395,,Tillhapur,UP,Monday,Y
C2395,1629,Tillhapur,UP,Monday,Y
C2395,1635,Tillhapur,UP,Monday,Y
C2395,5008,Tillhapur,UP,Monday,Y
C2395,1606,Tillhapur,UP,Monday,Y
C2416,,Koharghat,UP,Monday,Y
C2416,1629,Koharghat,UP,Monday,Y
C2416,1635,Koharghat,UP,Monday,Y
C2416,5008,Koharghat,UP,Monday,Y
C2416,1606,Koharghat,UP,Monday,Y
C2416,,Mejakhas,UP,Saturday,Y
C2416,1629,Mejakhas,UP,Saturday,Y
C2416,1635,Mejakhas,UP,Saturday,Y
C2416,5008,Mejakhas,UP,Saturday,Y
C2416,1606,Mejakhas,UP,Saturday,Y
C2416,,Rampur-Karchana,UP,Saturday,Y
C2416,1629,Rampur-Karchana,UP,Saturday,Y
C2416,1635,Rampur-Karchana,UP,Saturday,Y
C2416,5008,Rampur-Karchana,UP,Saturday,Y
C2416,1606,Rampur-Karchana,UP,Saturday,Y
C2416,,Didhiya,UP,Thursday,Y
C2416,1629,Didhiya,UP,Thursday,Y
C2416,1635,Didhiya,UP,Thursday,Y
C2416,5008,Didhiya,UP,Thursday,Y
C2416,1606,Didhiya,UP,Thursday,Y
C2416,,RAMNAGAR,UP,Friday,Y
C2416,1629,RAMNAGAR,UP,Friday,Y
C2416,1635,RAMNAGAR,UP,Friday,Y
C2416,5008,RAMNAGAR,UP,Friday,Y
C2416,1606,RAMNAGAR,UP,Friday,Y
C2449,,Jalalpur-Balipur-Phoolpur,UP,Thursday,Y
C2449,1629,Jalalpur-Balipur-Phoolpur,UP,Thursday,Y
C2449,1635,Jalalpur-Balipur-Phoolpur,UP,Thursday,Y
C2449,5008,Jalalpur-Balipur-Phoolpur,UP,Thursday,Y
C2449,1606,Jalalpur-Balipur-Phoolpur,UP,Thursday,Y
C2449,,Jalalpur-Balipur,UP,Thursday,N
C2449,1629,Jalalpur-Balipur,UP,Thursday,N
C2449,1635,Jalalpur-Balipur,UP,Thursday,N
C2449,,Phoolpur Local,UP,Friday,Y
C2449,1629,Phoolpur Local,UP,Friday,Y
C2449,1635,Phoolpur Local,UP,Friday,Y
C2449,5008,Phoolpur Local,UP,Friday,Y
C2449,1606,Phoolpur Local,UP,Friday,Y
C2449,,Varuna-SORO-Ugrasenpur,UP,Friday,Y
C2449,1629,Varuna-SORO-Ugrasenpur,UP,Friday,Y
C2449,1635,Varuna-SORO-Ugrasenpur,UP,Friday,Y
C2449,5008,Varuna-SORO-Ugrasenpur,UP,Friday,Y
C2449,1606,Varuna-SORO-Ugrasenpur,UP,Friday,Y
C2449,,Garapur-Sahso-Babuganj,UP,Monday,Y
C2449,1629,Garapur-Sahso-Babuganj,UP,Monday,Y
C2449,1635,Garapur-Sahso-Babuganj,UP,Monday,Y
C2449,5008,Garapur-Sahso-Babuganj,UP,Monday,Y
C2449,1606,Garapur-Sahso-Babuganj,UP,Monday,Y
C2449,,Budhiya Ka Kinara,UP,Monday,Y
