Customer Name,Employee Name,Route Name,State,Visit Day,acedns
INACTIV1098,,AURANGABAD,,,N
INACTIV1098,ASL1028,AURANGABAD,,,N
INACTIV1099,,GHAZIABAD,,,N
INACTIV1099,ASL1028,GHAZIABAD,,,N
INACTIV1100,,Meerut,,,N
INACTIV1100,ASL1028,Meerut,,,N
INACTIV1101,,GHAZIABAD,,,N
INACTIV1101,ASL1028,GHAZIABAD,,,N
INACTIV1102,,HAPUR,,,N
INACTIV1102,ASL1028,HAPUR,,,N
INACTIV1103,,Bulandshahr,,,N
INACTIV1103,ASL1028,Bulandshahr,,,N
INACTIV1104,,GAJROLA,,,N
INACTIV1104,ASL1028,GAJROLA,,,N
INACTIV1105,,HAPUR,,,N
INACTIV1105,ASL1028,HAPUR,,,N
INACTIV1106,,GHAZIABAD,,,N
INACTIV1106,ASL1028,GHAZIABAD,,,N
INACTIV1107,,Meerut,,,N
INACTIV1107,ASL1028,Meerut,,,N
INACTIV1108,,JEWAR,,,N
INACTIV1108,ASL1028,JEWAR,,,N
INACTIV1109,,Meerut,,,N
INACTIV1109,ASL1028,Meerut,,,N
INACTIV111,,Ludhiana,,,N
INACTIV111,ASL1028,Ludhiana,,,N
INACTIV1110,,Moradabad,,,N
INACTIV1110,ASL1028,Moradabad,,,N
INACTIV1111,,SAHARANPUR,,,N
INACTIV1111,ASL1028,SAHARANPUR,,,N
INACTIV1112,,Moradabad,,,N
INACTIV1112,ASL1028,Moradabad,,,N
INACTIV1113,,Meerut,,,N
INACTIV1113,ASL1028,Meerut,,,N
INACTIV1114,,BAGPAT,,,N
INACTIV1114,ASL1028,BAGPAT,,,N
INACTIV1115,,Meerut,,,N
INACTIV1115,ASL1028,Meerut,,,N
INACTIV1116,,BAREILLY,,,N
INACTIV1116,ASL1028,BAREILLY,,,N
INACTIV1117,,NAGINA,,,N
INACTIV1117,ASL1028,NAGINA,,,N
INACTIV1118,,Meerut,,,N
INACTIV1118,ASL1028,Meerut,,,N
INACTIV1119,,Meerut,,,N
INACTIV1119,ASL1028,Meerut,,,N
INACTIV1120,,BARAUT,,,N
INACTIV1120,ASL1028,BARAUT,,,N
INACTIV1121,,Meerut,,,N
INACTIV1121,ASL1028,Meerut,,,N
INACTIV1122,,GAJROLA,,,N
